0.315822,0.577705,0.08414,0.022333
0.31594,0.577991,0.083849,0.02222
0.316078,0.578252,0.083565,0.022105
0.31624,0.578485,0.083287,0.021989
0.316427,0.578692,0.083011,0.021871
0.31664,0.578874,0.082734,0.021752
0.316887,0.579025,0.082454,0.021634
0.317168,0.579142,0.082175,0.021515
0.317479,0.579228,0.081897,0.021396
0.317802,0.5793,0.081623,0.021275
0.318118,0.579379,0.08135,0.021152
0.318419,0.579473,0.081078,0.02103
0.318708,0.579576,0.080806,0.02091
0.31899,0.57968,0.080537,0.020793
0.319269,0.579778,0.080274,0.020679
0.319541,0.579872,0.080019,0.020568
0.319797,0.579973,0.079772,0.020457
0.320026,0.580096,0.079533,0.020345
0.320232,0.580238,0.0793,0.020231
0.320429,0.580387,0.07907,0.020115
0.32063,0.58053,0.078842,0.019998
0.320832,0.580673,0.078615,0.019879
0.321031,0.580818,0.078391,0.01976
0.321227,0.580963,0.07817,0.01964
0.321424,0.581102,0.077953,0.019521
0.321626,0.581229,0.077739,0.019407
0.321833,0.581342,0.077527,0.019298
0.322046,0.581444,0.077318,0.019193
0.322261,0.581536,0.077113,0.019089
0.32247,0.581626,0.076914,0.01899
0.322668,0.581719,0.076719,0.018894
0.32286,0.581814,0.076525,0.0188
0.323059,0.581903,0.07633,0.018708
0.323272,0.581976,0.076135,0.018618
0.323494,0.582041,0.075938,0.018527
0.323708,0.582117,0.075741,0.018435
0.323903,0.582208,0.075548,0.018342
0.324099,0.582294,0.075358,0.018249
0.32433,0.582344,0.075168,0.018157
0.324611,0.582343,0.074979,0.018066
0.324926,0.582302,0.074797,0.017975
0.325249,0.582244,0.074624,0.017882
0.32557,0.582182,0.074459,0.017789
0.325885,0.582119,0.074299,0.017697
0.326187,0.582066,0.074143,0.017604
0.326464,0.582035,0.073991,0.01751
0.326707,0.582032,0.073847,0.017414
0.326918,0.582054,0.073709,0.017319
0.327107,0.582089,0.073578,0.017226
0.32729,0.582124,0.073449,0.017138
0.327478,0.582148,0.073322,0.017052
0.327676,0.582159,0.073198,0.016967
0.327874,0.582165,0.07308,0.01688
0.328063,0.582181,0.072966,0.016791
0.328232,0.582217,0.072852,0.0167
0.328384,0.582272,0.072736,0.016608
0.32853,0.582335,0.072621,0.016515
0.328685,0.582386,0.072507,0.016422
0.32886,0.582417,0.072393,0.016329
0.329056,0.582431,0.072278,0.016236
0.329261,0.582436,0.07216,0.016143
0.329467,0.582436,0.072042,0.016054
0.329674,0.582426,0.071928,0.015972
0.329893,0.582394,0.071817,0.015896
0.330137,0.582331,0.071706,0.015826
0.33041,0.582241,0.071591,0.015757
0.330694,0.582146,0.071472,0.015688
0.330966,0.582068,0.071347,0.015619
0.331217,0.582015,0.071217,0.015552
0.331454,0.581976,0.071081,0.015488
0.331684,0.581947,0.070942,0.015427
0.331905,0.581925,0.070801,0.015369
0.332125,0.581902,0.070658,0.015314
0.332349,0.581877,0.070515,0.015259
0.332569,0.581856,0.070372,0.015203
0.332785,0.581839,0.070231,0.015145
0.332997,0.581825,0.070092,0.015086
0.333202,0.581818,0.069954,0.015026
0.3334,0.581822,0.069814,0.014965
0.333597,0.581828,0.069674,0.014902
0.333801,0.581828,0.069533,0.014839
0.33401,0.581823,0.069392,0.014775
0.334218,0.581824,0.069249,0.01471
0.334423,0.581832,0.069102,0.014643
0.334631,0.581843,0.068951,0.014575
0.334848,0.581843,0.068798,0.014512
0.335075,0.581825,0.068646,0.014454
0.335303,0.5818,0.068497,0.0144
0.335518,0.581785,0.06835,0.014347
0.335715,0.58178,0.068205,0.0143
0.335894,0.581779,0.068063,0.014264
0.336053,0.581783,0.067924,0.01424
0.336184,0.581801,0.067788,0.014227
0.336288,0.58184,0.067651,0.014221
0.336374,0.581892,0.067514,0.01422
0.33646,0.581945,0.067375,0.01422
0.336553,0.581994,0.067233,0.01422
0.336648,0.582047,0.067086,0.01422
0.33674,0.582105,0.066934,0.014221
0.336831,0.582162,0.066782,0.014224
0.336922,0.582211,0.066637,0.01423
0.33701,0.582252,0.0665,0.014238
0.337097,0.582288,0.066368,0.014246
0.337192,0.582316,0.066238,0.014253
0.337299,0.58233,0.066109,0.014262
0.337417,0.582326,0.065984,0.014273
0.337532,0.582316,0.065863,0.014289
0.337629,0.582316,0.065747,0.014308
0.337703,0.582333,0.065636,0.014328
0.337759,0.582364,0.065531,0.014347
0.337809,0.582396,0.065431,0.014364
0.337866,0.582419,0.065336,0.014379
0.337936,0.582423,0.065246,0.014396
0.33802,0.582406,0.06516,0.014414
0.338113,0.582373,0.065078,0.014436
0.338207,0.582333,0.064999,0.014461
0.338297,0.582295,0.064919,0.014489
0.33838,0.582263,0.064837,0.014519
0.338458,0.582236,0.064754,0.014552
0.338535,0.582211,0.064669,0.014585
0.338614,0.582181,0.064585,0.01462
0.338696,0.582144,0.064505,0.014656
0.338768,0.582112,0.064427,0.014693
0.338824,0.582095,0.064348,0.014733
0.338872,0.582085,0.064266,0.014777
0.338929,0.582063,0.064185,0.014822
0.339017,0.582007,0.064108,0.014868
0.339139,0.581913,0.064033,0.014915
0.339283,0.581794,0.063958,0.014965
0.339434,0.581663,0.063882,0.015021
0.339584,0.581526,0.063808,0.015083
